nit,legal_name,email,email_rep_legal,phone,website,address,city,dept,source_url,matched
900150524-5,"""INGENIERIA GEOTECNICA Y PAVIMENTOS SAS""",,,,,,Los Santos,SANTANDER,,false
900160707-9,CEMATCOM LTDA,,,,,,Floridablanca,SANTANDER,,false
900162150-6,POTENCIAL INGENIERiA SAS,GERENCIAPOTENCIAL@HOTMAIL.COM,direccion.potencial@hotmail.com,2761764,,CRA 4 # 2 05 LOCAL 103 EDIFICIO PALO ALTO LA POLA,IBAGUe,TOLIMA,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900169491-4,COMPAÑiA COLOMBIANA DE SERVICIOS EN METROLOGiA E INGENIERiA LTDA,CCOLSMI.LTDA@GMAIL.COM,ccolsmi.ltda@gmail.com,3004892917,,CARRERA 23A # 101-17 PISO 2 PROVENZA,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900172713-5,IMT S.A.S.,IMTSASGERENCIA@GMAIL.COM,imtsasgerencia@gmail.com,3185443265,,CARRERA 20 91-19 DIAMANTE 2,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900177706-6,DIGITO CONSULTORIAS Y PROYECTOS S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
900181815-6,INGENIERIA SERVICIOS PROYECTOS DE COLOMBIA LTDA,,,,,,Giron,SANTANDER,,false
900182014-8,VESTA INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
900197640-4,HEGA SA ESP,,HEGA.ESP@GMAIL.COM,,WWW.HEGASAESP.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900198494-1,CDA CIUDAD BONITA LIMITADA,,yamida80@hotmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900199583-1,PROYCONCI LTDA,,PROYCONCI@HOTMAIL.COM,,,,Hato,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900202701-7,IBG,,ibg.ingenieria@hotmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900204914-8,SOTECMAR LTDA,,sotecmar.ltda@gmail.com,,,,Piedecuesta,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900205420-6,SK INGENIERIA Y PROYECTOS LTDA,,,,,,Piedecuesta,SANTANDER,,false
900206594-3,INVERSIONES LA 27 SA,,mercadeo@edsla27.com,,WWW.EDSLA27.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900207914-1,TEC NOVA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900213859-9,SAFS SOLUCIONES SAS,SAFSCONTABILIDAD@HOTMAIL.COM,safscontabilidad@gmail.com,3243233752,,CL 19 24 28 OF 1405,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900214164-3,E.M. INGEMIL S.A.S,INGEMILSAS18@GMAIL.COM,ingemilsas18@gmail.com,3133483779,,CL 19 10 48 BRR EL VERGEL,SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900217159-1,ICG CONSULTORES S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900221155-6,EMPRENDER SOLUCIONES LTDA,YAZMINVERA@EMPRENDER-SOLUCIONES.COM,yazminnev@gmail.com,3132627390,,CRA 4 # 65A02,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900222482-4,CONSULTORIAS Y REPRESENTACIONES MPL SAS,,elber.lancheros@gmail.com,,WWW.MPLCONSULTORIAS.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900222796-1,CENTRO DE DIAGNOSTICO AUTOMOTOR CHICAMOCHA LTDA,,cdachicamocha@gmail.com,,HTTPS://CDA-CHICAMOCHA-LTDA.NEGOCIO.SITE/,,San Gil,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900224263-7,METADATOS LTDA,METADATOS@GMAIL.COM,metadatos@gmail.com,3114843761,,CARRERA 12 # 200-14 ANILLO VIAL T1-1306,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900224940-5,"SOCIEDAD PARA LA PRESTACIoN DE SERVICIOS VETERINARIOS, ZOOTECNICOS Y AMBIENTALES S.A.S",,,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900245155-1,C.D.A. LAS MOTOS DE BUCARAMANGA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900247665-3,SOLARB S.A.S,,,,,,Bucaramanga,SANTANDER,,false
900249166-9,INSTRUMENTA DE COLOMBIA LTDA,,,,,,Floridablanca,SANTANDER,,false
900256369-6,EDS REAL DE MINAS SA,,edsrealdeminas@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900260200-6,CRUZ FLOREZ INGENIERIA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900263230-0,INK INGENIERIA Y TECNOLOGIA LTDA,,info@inkingenieria.com,,WWW.INKINGENIERIA.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900266467-2,MARTHA LILIANA GONZALEZ LOPEZ INGENIERIA SAS,MLGLINGENIERIA@OUTLOOK.COM,mlglingenieria@outlook.com,3106662189,,CARRERA 29 NO. 45-94 OFICINA 302,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900269407-4,INVERSIONES BASAN LTDA,,,,,,Floridablanca,SANTANDER,,false
900271778-8,"CONSTRUCCION,ELECTRIFICACION E INGENIERIA SAS",CONECINGLTDA@HOTMAIL.COM,conecingltda@hotmail.com,6944506,,CALLE 11A NO 8-35,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900272514-5,"CONSTRUCCIONES CON TECNOLOGIA, CONSTRUTECNO S A S",,,,,,Bucaramanga,SANTANDER,,false
900273265-0,AUTOJOL SAS,ESTACIONDESERVICIOLAUNION@GMAIL.COM,estaciondeserviciolaunion@gmail.com,3182194840,,CRA 17 #42-42,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900274117-3,PROIM INGENIERIA SAS,,proimingenieriasas@hotmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900276914-6,INGENIO AMB SAS,,info@ingenioamb.com.co,,WWW.INGENIOAMB.COM.CO,,Floridablanca,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900292858-9,PROYMELEC INGENIERIA SAS,,administrativa@proymelec.com,,WWW.PROYMELEC.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900295153-9,"SERVICIOS ESPECIALIZADOS DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES LTDA.",,,,,,Floridablanca,SANTANDER,,false
900304051-6,TIK'S GROUP S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900304880-5,ECOTECNOLOGIAS SAS,ECOTECNOLOGIAS_SAS@HOTMAIL.COM,ecotecnologias_sas@hotmail.com,3108138508,,CRA 14 NO 15-48 BARRIO GAITAN,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900305485-3,ALIANZA CONSULTORA & INGENIERIA SAS,ALICONSAS@GMAIL.COM,aliconsas@gmail.com,6960354,WWW.ALICONINGENIERIA.COM,CRA 23 N 39 30 INT 101,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900305752-5,MANTILLA & ROJAS S.A.S.,,,,,,San Gil,SANTANDER,,false
900308303-5,P.A.C.E. INGENIERIA,,paceingenieria@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900311856-7,GRUPO DE CONSULTORIAS Y SOLUCIONES TECNICAS S.A.S,PROYECTOS@CONSOLTECGROUP.COM,proyectos@consoltecgroup.com,607 6835462,WWW.CONSOLTECGROUP.COM,CRA 11 # 41-24,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900313977-9,IATI INGENIERIA Y AUTOMATIACION TOTALMENTE INTEGRADA S.A.S,,IATI_INGENIERIA@HOTMAIL.COM,,,,Lebrija,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900319879-2,"E.C.S. ELECTRICIDAD, COMUNICACION Y SISTEMAS S.A.S.",,,,,,Floridablanca,SANTANDER,,false
900321021-7,ESI DE COLOMBIA S.A.S.,,P.ACEVEDO@ESIDECOLOMBIA.CO,,HTTP://ESIDECOLOMBIA.CO/,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900323569-1,FAVEL INGENIERIA E.U.,,,,,,Bucaramanga,SANTANDER,,false
900325920-1,AGENTE EXPERTO EN SERVICIOS PuBLICOS SAS ESP,,gerencia@aesp.com.co,,WWW.AESP.COM.CO,,Villanueva,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900327664-1,IMSAGUAS LTDA,,administrativo@imsaguas.com,,,,Piedecuesta,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900334759-1,ORTIZ RUIZ CONSULTORES S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
900335343-4,TORRES ING SAS,,jcesartorresca@gmail.com,,WWW.TORRESINGENIERIASAS.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900343225-7,BONILLA Y ASOCIADOS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900348026-0,"GESTION EMPRESARIAL, CONSULTORIAS E INGENIERIA S.A.S.",,,,,,Bucaramanga,SANTANDER,,false
900348900-3,SOLUMED INGENIERIA SAS,GERENCIA@SOLUMEDINGENIERIA.COM.CO,compras@solumedingenieria.com.co,3006358050,,CARRERA 38 #32-48,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900348906-7,SOLUCIONES Y SERVICIOS EN PROCESOS DE INGENIERIA SOCIEDAD POR ACCIONES SIM PLIFICADAS,,,,,,Floridablanca,SANTANDER,,false
900349039-0,GNVC BUCARAMANGA S.A.S,,gerencia@edsbucaros.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900349430-8,LUBRIXEL S.A.S.,DIRECTOR.B2B@LUBRIXEL.COM,director.b2b@lubrixel.com,0353324832,HTTPS://WWW.INSTAGRAM.COM/LUBRIXELSAS/,"ViA 40 NO.71-197 BODEGA 504, CENTRO INDUSTRIAL MARYSOL",BARRANQUILLA,ATLaNTICO,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900351877-2,B.R.C. INGENIERIA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900356399-6,COLOMBIANA DE INGENIERIA E INFRAESTRUCTURA SOCIEDAD POR ACCIONES           SIMPLIFICADA,,,,,,Bucaramanga,SANTANDER,,false
900356992-4,INGETECNIA S.A.S.,ASISTENTE.INGETECNIASAS@GMAIL.COM,asistente.ingetecniasas@gmail.com,3156349907,,CALLE 18 N. 10-14,SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900357036-2,CDA BUCARAMANGA SAS,CONTABILIDAD@CDABUCARAMANGA.COM.CO,comercial@cdabucaramanga.com.co,3103010122,,CARRERA 14 N. 12-91,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900364259-7,INCCA CONSTRUCCIONES SAS,INCCACONSTRUCCIONESSAS@GMAIL.COM,inccaconstruccionessas@gmail.com,3142253593,,"CENTRO COMERCIAL CAMINO REAL CARRERA 9 # 11 - 68 OFICINA 210, SAN GIL",SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900364887-2,"DISEÑO, INGENIERIA Y POSTENSADO S.A.S",POSTENSADOS.COM@GMAIL.COM,rodolfo.tirado@dipzf.com,6908073,,CARRERA 9 # 24 - 03,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900371417-3,EDS GNV MI ISLA S.A.S,EDSMIISLAPIEDECUESTA@HOTMAIL.COM,miisla2023@outlook.com,6559527,,KILOMETRO 14 VIA PIEDECUESTA,PIEDECUESTA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900375005-0,CDA LA ISLA DE LA 52 S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900375608-1,ECOLOGICA CONSTRUCCIONES LTDA.,,,,,,Lebrija,SANTANDER,,false
900375912-6,DOMOTICA INTERWORLD S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900375922-1,CAPITEL CONSTRUCCIONES SAS,CAPITELCONSTRUCCIONES@GMAIL.COM,ANDRESFUENTES0917@GMAIL.COM,3013954454,,CALLE 22 NO 28-05,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900379724-6,SYC GARZON S.A.S.,,,,,,Gambita,SANTANDER,,false
900380633-6,PETROSERVICIOS H&S SAS,,,,,,Floridablanca,SANTANDER,,false
900387557-6,INVERSIONES PT ORTIZ S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900389700-2,LAN REDES SAS,,gerenciaadministrativa@lanredes.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900392033-9,SWITCHING SAS,,fadia.baldovino@switching.co,,HTTP://SWITCHING.CO,,Floridablanca,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900392140-9,SINERGIA PROYECTOS DE INGENIERiA S.A.S.,ING.SINERGIAPROYECTOS@GMAIL.COM,ing.sinergiaproyectos@gmail.com,3156765217,,CALLE 22 NO. 16-07 TORRE 2 APTO. 615,GIRoN,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900396515-5,CONSORCIO ORDOÑEZ SAS,,,,,,Bucaramanga,SANTANDER,,false
900400721-3,CENTRO DE DIAGNOSTICO AUTOMOTOR PUERTA DEL SOL S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900404772-7,GRUPO EMPRESARIAL SANTANDER S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900405926-9,SERVICIOS ELECTRICOS Y TELECOMUNICACIONES ROC S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900406493-6,"INGENIERIA, ASESORIA Y DESARROLLOS LTDA",,,,,,Floridablanca,SANTANDER,,false
900408344-6,SEGURYTEC SAS,,segurytec2@hotmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900409393-1,DISTRIBUIDORA COLOMBIANA DE PARAFINAS SAS,,,,,,Piedecuesta,SANTANDER,,false
900409971-9,5T S.A.S.,,comercial@cincot.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900411285-0,CEDEÑO INGENIERIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900411307-4,LLAVE EN MANO S.A.,,,,,,Bucaramanga,SANTANDER,,false
900414965-4,ESTACION DE SERVICIO ZONA MINERA,,erikaniramacristiano@hotmail.com,,,,California,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900416366-1,AEROPLANING S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900422864-2,ROBERTO MARTINEZ PRADA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900424896-7,PACHSAN OIBA LIMITADA,,,,,,Oiba,SANTANDER,,false
900427442-0,KER INGENIERIA S.A.S. BIC,LCACERES@KERINGENIERIA.COM,lcaceres@keringenieria.com,6327986,WWW.KERINGENIERIA.COM,CALLE 41 # 27 - 63 OFICINA 504,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900428468-6,ITALCOL ENERGIA S.A. E.S.P ITALENER S.A. E.S.P,,,,,,Giron,SANTANDER,,false
900430655-3,DIAMEL INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
900435942-5,MANTENIMIENTO ELECTRONICO S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900437599-0,INGENIERIA INTEGRAL ZONA FRANCA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900439500-1,VOLTA INGENIERIA SAS,,jaimeorlandoserrano@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900439854-3,PERALTA INGENIERIA S.A.S.,,coordinacionproyectosperalta@gmail.com,,WWW.PERALTAINGENIERIA.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900440531-1,INTERNATIONAL OIL GAS S.A. E.S.P.,,,,,,Bucaramanga,SANTANDER,,false
900445192-0,SACHAR SOCIEDAD POR ACCIONES SIMPLIFICADA,ADMINISTRATIVO@SACHAR.COM.CO,gerencia@sachar.com.co,6472127,HTTP://WWW.SACHAR.COM.CO,CRA. 34 # 54-46,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900447336-3,SOLOCARGA S.A.S.,,,,,,Floridablanca,SANTANDER,,false
900450397-3,"OFS SAS. COMERCIO, SERVICIOS Y LOGISTICA",,,,,,Floridablanca,SANTANDER,,false
900450398-0,INGENIERiA Y SOLUCIONES ENERGeTICAS SAS,,solucionesenergeticassas@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900455108-4,PATRICIA GAMBOA O. ARQUITECTURA Y URBANISMO S.A.S,,,,,,Bucaramanga,SANTANDER,,false
900455661-6,REFISOL S.A.S,,,,,,Floridablanca,SANTANDER,,false
900456302-1,DANIEL GARCIA HERNANDEZ E HIJOS S. EN.C.S.,,estacion.dagar@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900456441-7,SIMMAF INGENIERIA S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900457525-1,PROYECTING INM SAS PROYECTOS DE INGENIERIA Y SERVICIOS INMOBILIARIOS,PROYECTINGINM@GMAIL.COM,proyectinginm@gmail.com,6659024,,CARRERA 9#4N-27,PIEDECUESTA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900462400-1,FACA CONSULTORIA Y CONSTRUCCION S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900467069-7,VALENCIA SOLUCIONES EN DISEÑO E INGENIERIA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
900467866-0,CIVIL SERVICE S.A.S.,GERENCIA@CIVILCOLOMBIA.COM,gerencia@civilcolombia.com,3506667604,,CARRERA 34 NO 14-14,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900468957-7,INGENIEROS GEOTECNISTAS ASOCIADOS SAS,,ingeassa@yahoo.com,,,,Floridablanca,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900469435-9,VETROPLUS S.A.S,,,,,,Bucaramanga,SANTANDER,,false
900473803-1,CENTRO DE DIAGNOSTICO AUTOMOTOR INSPECCION TECNICO MECANICA Y GASES SAS,,,,,,Giron,SANTANDER,,false
900473812-8,HIDROSOLTA DE COLOMBIA SAS,,,,,,Floridablanca,SANTANDER,,false
900477460-7,ASGARD INGENIERIA & CONSTRUCCION S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900478508-6,ZENTERRA SAS,,,,,,Oiba,SANTANDER,,false
900482123-1,DISANMOTOS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900482751-5,SIMARQ SAS,,simarqgh@gmail.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900483036-1,ENERGIA & AGUA S.A.S. E.S.P.,,,,,,Floridablanca,SANTANDER,,false
900485125-8,TIK'SAL S.A.S.,,,,,,Giron,SANTANDER,,false
900487338-9,TERIK S.A.S.,,,,,,Piedecuesta,SANTANDER,,false
900490796-1,C&C S.A.S.,CYCSAS900@GMAIL.COM,cycsas900@gmail.com,6076176117,,CL 51 35 28 OFICINA 219,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900492967-1,INGENIERiA Y SUELOS,JAVIER__526@HOTMAIL.COM,javier__526@hotmail.com,3165281286,,CRA 1 NO. 45-101,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900494267-3,MIGUEL SILVA INGENIERIA S.A.S,MIGUELSILVAMONSALVE@GMAIL.COM,rocio_gomezmejia@hotmail.com,3183598274,,CRA 25 A NO- 148-20 C17 VISTA CAMPESTRE,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900494295-1,MADE ENERGY SAS,INFO@MADEENERGY.CO,info@madeenergy.co,6326582,WWW.MADEENERGY.COM.CO,CALLE 33A # 46-23,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900496299-8,ISELEK INGENIERIA LTDA,,,,,,Bucaramanga,SANTANDER,,false
900500779-9,QUIMIPROYECTOS SAS,,quimiproyectoslab@gmail.com,,WWW.QUIMIPROYECTOS.COM,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900502266-1,JASOLAR S.A.S,,,,,,Piedecuesta,SANTANDER,,false
900502897-9,INDUSTRIAS CTS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900503958-4,ASESORIAS Y SERVICIOS L.J.D. HERMANOS S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900506002-2,WM SAS,MCALDERON@WMSAS.CO,mcalderon@wmsas.co,6076707583,WWW.WMSAS.CO,CARRERA 20 N. 33-46 OF 301 EDIFICIO LOS ROBLES,BUCARAMANGA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900506258-0,L.C.R. INGENIERIA Y TRANSPORTE SAS,LUCARS07@HOTMAIL.COM,lucars07@hotmail.com,3176368001,,CALLE 3 AN NO 8-145,PIEDECUESTA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900506432-6,TIAGO INGENIERIA S.A.S,TIAGOINGENIERIASAS@GMAIL.COM,tiagoingenieriasas@gmail.com,3013710591,,CARRERA 21 # 10-28 PISO 2,SAN GIL,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900507428-0,"BIENES, CONSTRUCCIONES Y NEGOCIOS INMOBILIARIOS S.A.S.",,,,,,Bucaramanga,SANTANDER,,false
900508501-5,INGEOTEK B SAS,INGEOTEKBSAS@HOTMAIL.COM,ingeotekbsas@hotmail.com,3183907633,,CASA 3 LOTE 2 VEREDA GUATIGUARA,PIEDECUESTA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900509831-5,INGEOTEL S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900515025-1,AMV ZONA FRANCA S.A.S,,,,,,Floridablanca,SANTANDER,,false
900515139-0,SICA S.AS.,SICASAS2018@GMAIL.COM,sicasas2018@gmail.com,3208036549,,CALLE 200 # 12 - 528 CONJUNTO EL OLYMPO CONDOMINIO,FLORIDABLANCA,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900518834-5,ROMER SERVICES S.A.S.,,,,,,Bucaramanga,SANTANDER,,false
900519064-5,PROFESIONALES EN CONSTRUCCION PROENCO S.A.S,,,,,,Bucaramanga,SANTANDER,,false
900519338-8,OA INGENIERIA SAS,,,,,,Bucaramanga,SANTANDER,,false
900521006-4,CONSTRU GAIA S.A.S,,,,,,Bucaramanga,SANTANDER,,false
900521689-4,ECOSAM SAS,,servicioalcliente@ecosamsas.com,,,,Bucaramanga,SANTANDER,https://www.datos.gov.co/Estad-sticas-Nacionales/SECOP-II-Proveedores-Registrados/qmzu-gj57,true
900522918-0,"SERVICIOS, INGENIERIA Y SOLUCIONES S.A.S",,,,,,Bucaramanga,SANTANDER,,false
